state,pollster,n,mode,population,start.date,end.date,democratic_candidate,republican_candidate,undecided,other,partisan,two_party_sum,polltype,n_respondents,n_democratic_candidate,pct_democratic_candidate,n_republican_candidate,pct_republican_candidate,n_other,p_other
GA,SurveyUSA,574,Live Phone,Likely Voters,2012-10-30,2012-11-02,44,52,0,4,NA,96,0,574,253,0.4583333333333333,298,0.5416666666666666,23,0.04
MA,Suffolk University,600,Live Phone,Likely Voters,2012-10-31,2012-11-03,63,31,0,6,NA,94,0,600,378,0.6702127659574468,186,0.32978723404255317,36,0.06
MA,Rasmussen,500,Live Phone,Likely Voters,2012-10-31,2012-11-03,59,40,0,1,NA,99,0,500,295,0.5959595959595959,200,0.40404040404040403,5,0.01
IL,We Ask America,1198,Live Phone,Likely Voters,2012-10-31,2012-11-03,57,41,0,2,NA,98,0,1198,683,0.5816326530612245,491,0.41836734693877553,24,0.02
CA,CBRT Pepperdine,2115,Live Phone,Likely Voters,2012-10-31,2012-11-03,56,33,0,11,NA,89,0,2115,1184,0.6292134831460674,698,0.3707865168539326,233,0.11
MI,Public Policy,500,Live Phone,Likely Voters,2012-10-31,2012-11-03,53,45,0,2,NA,98,0,500,265,0.5408163265306123,225,0.45918367346938777,10,0.02
WI,Public Policy,825,Live Phone,Likely Voters,2012-10-31,2012-11-03,51,46,0,3,NA,97,0,825,421,0.5257731958762887,380,0.4742268041237113,25,0.03
WI,Marquette Univ,1243,Live Phone,Likely Voters,2012-10-31,2012-11-03,51,43,0,6,NA,94,0,1243,634,0.5425531914893617,534,0.4574468085106383,75,0.06
CO,We Ask America,1246,Live Phone,Likely Voters,2012-10-31,2012-11-03,50,47,0,3,NA,97,0,1246,623,0.5154639175257731,586,0.4845360824742268,37,0.03
IA,Public Policy,676,Live Phone,Likely Voters,2012-10-31,2012-11-03,50,45,0,5,NA,95,0,676,338,0.5263157894736842,304,0.47368421052631576,34,0.05
OH,Quinnipiac,1110,Live Phone,Likely Voters,2012-10-31,2012-11-03,50,45,0,5,NA,95,0,1110,555,0.5263157894736842,500,0.47368421052631576,56,0.05
OH,Public Policy,600,Live Phone,Likely Voters,2012-10-31,2012-11-03,50,45,0,5,NA,95,0,600,300,0.5263157894736842,270,0.47368421052631576,30,0.05
FL,We Ask America,1146,Live Phone,Likely Voters,2012-10-31,2012-11-03,49,50,0,1,NA,99,0,1146,562,0.494949494949495,573,0.5050505050505051,11,0.01
IA,We Ask America,1174,Live Phone,Likely Voters,2012-10-31,2012-11-03,49,47,0,4,NA,96,0,1174,575,0.5104166666666666,552,0.4895833333333333,47,0.04
NC,Public Policy,730,Live Phone,Likely Voters,2012-10-31,2012-11-03,49,49,0,2,NA,98,0,730,358,0.5,358,0.5,15,0.02
OR,DHM,500,Live Phone,Registered Voters,2012-10-31,2012-11-03,49,42,0,9,NA,91,1,500,245,0.5384615384615384,210,0.46153846153846156,45,0.09
PA,Franklin,547,Live Phone,Likely Voters,2012-10-31,2012-11-03,49,45,0,6,NA,94,0,547,268,0.5212765957446809,246,0.4787234042553192,33,0.06
VA,Quinnipiac,1074,Live Phone,Likely Voters,2012-10-31,2012-11-03,49,47,0,4,NA,96,0,1074,526,0.5104166666666666,505,0.4895833333333333,43,0.04
--,Washington Times,800,Live Phone,Likely Voters,2012-10-29,2012-11-03,49,49,0,0,NA,98,0,800,392,0.5,392,0.5,0,0
FL,Quinnipiac,1073,Live Phone,Likely Voters,2012-10-31,2012-11-03,48,47,0,5,NA,95,0,1073,515,0.5052631578947369,504,0.49473684210526314,54,0.05
MI,Glengariff Group,600,Live Phone,Likely Voters,2012-10-31,2012-11-03,48,45,0,7,NA,93,0,600,288,0.5161290322580645,270,0.4838709677419355,42,0.07
MI,EPIC,600,Live Phone,Likely Voters,2012-10-31,2012-11-03,48,42,0,10,NA,90,0,600,288,0.5333333333333333,252,0.4666666666666667,60,0.1
OH,Ohio Poll,1141,Live Phone,Likely Voters,2012-10-31,2012-11-03,48,46,0,6,NA,94,0,1141,548,0.5106382978723404,525,0.48936170212765956,68,0.06
OH,SurveyUSA,603,Live Phone,Likely Voters,2012-10-31,2012-11-03,48,45,0,7,NA,93,0,603,289,0.5161290322580645,271,0.4838709677419355,42,0.07
--,Politico,1000,Live Phone,Likely Voters,2012-10-29,2012-11-03,48,49,2,0,NA,97,0,1000,480,0.4948453608247423,490,0.5051546391752577,0,0
FL,Gravis Marketing,549,Live Phone,Likely Voters,2012-10-31,2012-11-03,47,50,0,3,NA,97,0,549,258,0.4845360824742268,274,0.5154639175257731,16,0.03
NC,SurveyUSA,682,Live Phone,Likely Voters,2012-10-31,2012-11-03,45,50,0,5,NA,95,0,682,307,0.47368421052631576,341,0.5263157894736842,34,0.05
VA,Roanoke College,638,Live Phone,Likely Voters,2012-10-31,2012-11-03,44,49,0,7,NA,93,0,638,281,0.4731182795698925,313,0.5268817204301075,45,0.07
MO,We Ask America,1217,Live Phone,Likely Voters,2012-10-31,2012-11-03,42,54,0,4,NA,96,0,1217,511,0.4375,657,0.5625,49,0.04
ND,Mason,625,Live Phone,Likely Voters,2012-10-31,2012-11-03,40,54,0,6,NA,94,0,625,250,0.425531914893617,338,0.574468085106383,38,0.06
WA,Washington Poll,632,Live Phone,Likely Voters,2012-11-01,2012-11-04,57,36,0,7,NA,93,0,632,360,0.6129032258064516,228,0.3870967741935484,44,0.07
RI,Fleming,601,Live Phone,Likely Voters,2012-11-01,2012-11-04,54,33,0,13,NA,87,0,601,325,0.6206896551724138,198,0.3793103448275862,78,0.13
WA,SurveyUSA,555,Live Phone,Likely Voters,2012-11-01,2012-11-04,54,40,0,6,NA,94,0,555,300,0.574468085106383,222,0.425531914893617,33,0.06
WI,St,402,Live Phone,Likely Voters,2012-11-01,2012-11-04,51,42,0,7,NA,93,0,402,205,0.5483870967741935,169,0.45161290322580644,28,0.07
CO,CNN,764,Live Phone,Likely Voters,2012-11-01,2012-11-04,50,48,0,2,NA,98,0,764,382,0.5102040816326531,367,0.4897959183673469,15,0.02
IA,NBC,1142,Live Phone,Likely Voters,2012-11-01,2012-11-04,50,44,0,6,NA,94,0,1142,571,0.5319148936170213,502,0.46808510638297873,69,0.06
MN,SurveyUSA,574,Live Phone,Likely Voters,2012-11-01,2012-11-04,50,43,0,7,NA,93,0,574,287,0.5376344086021505,247,0.46236559139784944,40,0.07
NV,SurveyUSA,1212,Live Phone,Likely Voters,2012-11-01,2012-11-04,50,46,0,4,NA,96,0,1212,606,0.5208333333333334,558,0.4791666666666667,48,0.04
NH,NBC,1013,Live Phone,Likely Voters,2012-11-01,2012-11-04,49,47,0,4,NA,96,0,1013,496,0.5104166666666666,476,0.4895833333333333,41,0.04
VA,Public Policy,600,Live Phone,Likely Voters,2012-11-01,2012-11-04,49,46,0,5,NA,95,0,600,294,0.5157894736842106,276,0.4842105263157895,30,0.05
VA,Ipsos,792,Live Phone,Likely Voters,2012-11-01,2012-11-04,49,44,0,7,NA,93,0,792,388,0.5268817204301075,348,0.4731182795698925,55,0.07
WI,Rasmussen,750,Live Phone,Likely Voters,2012-11-01,2012-11-04,49,49,0,2,NA,98,0,750,368,0.5,368,0.5,15,0.02
WI,NBC,1065,Live Phone,Likely Voters,2012-11-01,2012-11-04,49,46,0,5,NA,95,0,1065,522,0.5157894736842106,490,0.4842105263157895,53,0.05
--,PPP,1200,Live Phone,Likely Voters,2012-10-30,2012-11-04,49,48,2,0,NA,97,0,1200,588,0.5051546391752577,576,0.4948453608247423,0,0
FL,Ipsos,897,Live Phone,Likely Voters,2012-11-01,2012-11-04,48,46,0,6,NA,94,0,897,431,0.5106382978723404,413,0.48936170212765956,54,0.06
IA,Rasmussen,750,Live Phone,Likely Voters,2012-11-01,2012-11-04,48,49,0,3,NA,97,0,750,360,0.4948453608247423,368,0.5051546391752577,22,0.03
CO,Rasmussen,750,Live Phone,Likely Voters,2012-11-01,2012-11-04,47,50,0,3,NA,97,0,750,352,0.4845360824742268,375,0.5154639175257731,22,0.03
OH,Ipsos,936,Live Phone,Likely Voters,2012-11-01,2012-11-04,47,45,0,8,NA,92,0,936,440,0.5108695652173914,421,0.4891304347826087,75,0.08
CO,Ipsos,694,Live Phone,Likely Voters,2012-11-01,2012-11-04,46,47,0,7,NA,93,0,694,319,0.4946236559139785,326,0.5053763440860215,49,0.07
HI,Merriman River Group,1218,Live Phone,Likely Voters,2012-11-02,2012-11-05,61,34,0,5,NA,95,0,1218,743,0.6421052631578947,414,0.35789473684210527,61,0.05
ME,Public Policy,1633,Live Phone,Likely Voters,2012-11-02,2012-11-05,55,42,0,3,NA,97,0,1633,898,0.5670103092783505,686,0.4329896907216495,49,0.03
MN,Public Policy,772,Live Phone,Likely Voters,2012-11-02,2012-11-05,53,44,0,3,NA,97,0,772,409,0.5463917525773195,340,0.4536082474226804,23,0.03
MI,Rasmussen,750,Live Phone,Likely Voters,2012-11-02,2012-11-05,52,47,0,1,NA,99,0,750,390,0.5252525252525253,352,0.47474747474747475,8,0.01
MI,Public Policy,500,Live Phone,Likely Voters,2012-11-02,2012-11-05,52,46,0,2,NA,98,0,500,260,0.5306122448979592,230,0.46938775510204084,10,0.02
OR,Public Policy,921,Live Phone,Likely Voters,2012-11-02,2012-11-05,52,46,0,2,NA,98,0,921,479,0.5306122448979592,424,0.46938775510204084,18,0.02
WI,We Ask America,1210,Live Phone,Likely Voters,2012-11-02,2012-11-05,52,45,0,3,NA,97,0,1210,629,0.5360824742268041,544,0.4639175257731959,36,0.03
ME,Public Policy,768,Live Phone,Likely Voters,2012-11-02,2012-11-05,51,46,0,3,NA,97,0,768,392,0.5257731958762887,353,0.4742268041237113,23,0.03
CO,Public Policy,825,Live Phone,Likely Voters,2012-11-02,2012-11-05,50,46,0,4,NA,96,0,825,412,0.5208333333333334,380,0.4791666666666667,33,0.04
ME,Gravis Marketing,509,Live Phone,Likely Voters,2012-11-02,2012-11-05,50,47,0,3,NA,97,0,509,254,0.5154639175257731,239,0.4845360824742268,15,0.03
NH,New England College,1017,Live Phone,Likely Voters,2012-11-02,2012-11-05,50,44,0,6,NA,94,0,1017,508,0.5319148936170213,447,0.46808510638297873,61,0.06
NH,Gravis Marketing,497,Live Phone,Likely Voters,2012-11-02,2012-11-05,50,49,0,1,NA,99,0,497,248,0.5050505050505051,244,0.494949494949495,5,0.01
OH,We Ask America,1649,Live Phone,Likely Voters,2012-11-02,2012-11-05,50,46,0,4,NA,96,0,1649,824,0.5208333333333334,759,0.4791666666666667,66,0.04
OH,CNN,796,Live Phone,Likely Voters,2012-11-02,2012-11-05,50,47,0,3,NA,97,0,796,398,0.5154639175257731,374,0.4845360824742268,24,0.03
IA,Gravis Marketing,594,Live Phone,Likely Voters,2012-11-02,2012-11-05,49,45,0,6,NA,94,0,594,291,0.5212765957446809,267,0.4787234042553192,36,0.06
OH,Rasmussen,750,Live Phone,Likely Voters,2012-11-02,2012-11-05,49,49,0,2,NA,98,0,750,368,0.5,368,0.5,15,0.02
VA,We Ask America,1069,Live Phone,Likely Voters,2012-11-02,2012-11-05,49,48,0,3,NA,97,0,1069,524,0.5051546391752577,513,0.4948453608247423,32,0.03
--,ABC,2069,Live Phone,Likely Voters,2012-10-31,2012-11-05,49,48,2,0,NA,97,0,2069,1014,0.5051546391752577,993,0.4948453608247423,0,0
--,Pew,3151,Live Phone,Likely Voters,2012-10-31,2012-11-05,49,42,6,2,NA,91,0,3151,1544,0.5384615384615384,1323,0.46153846153846156,63,0.02
--,YouGov,6000,Live Phone,Likely Voters,2012-10-31,2012-11-05,49,47,2,0,NA,96,0,6000,2940,0.5104166666666666,2820,0.4895833333333333,0,0
FL,Ipsos,985,Live Phone,Likely Voters,2012-11-02,2012-11-05,48,46,0,6,NA,94,0,985,473,0.5106382978723404,453,0.48936170212765956,59,0.06
VA,Ipsos,1065,Live Phone,Likely Voters,2012-11-02,2012-11-05,48,45,0,7,NA,93,0,1065,511,0.5161290322580645,479,0.4838709677419355,75,0.07
--,Ipsos,5158,Live Phone,Likely Voters,2012-10-31,2012-11-05,48,42,6,2,NA,90,0,5158,2476,0.5333333333333333,2166,0.4666666666666667,103,0.02
CO,SurveyUSA,695,Live Phone,Likely Voters,2012-11-02,2012-11-05,47,45,0,8,NA,92,0,695,327,0.5108695652173914,313,0.4891304347826087,56,0.08
OH,Ipsos,1012,Live Phone,Likely Voters,2012-11-02,2012-11-05,47,45,0,8,NA,92,0,1012,476,0.5108695652173914,455,0.4891304347826087,81,0.08
CO,Ipsos,1052,Live Phone,Likely Voters,2012-11-02,2012-11-05,46,46,0,8,NA,92,0,1052,484,0.5,484,0.5,84,0.08
NC,High Point University,403,Live Phone,Likely Voters,2012-11-02,2012-11-05,45,46,0,9,NA,91,0,403,181,0.4945054945054945,185,0.5054945054945055,36,0.09
IN,Howey,800,Live Phone,Likely Voters,2012-11-02,2012-11-05,41,50,0,9,NA,91,0,800,328,0.45054945054945056,400,0.5494505494505495,72,0.09
NE,We Ask America,1178,Live Phone,Likely Voters,2012-11-02,2012-11-05,41,54,0,5,NA,95,0,1178,483,0.43157894736842106,636,0.5684210526315789,59,0.05
MD,YouGov,705,Live Phone,Likely Voters,2012-11-04,2012-11-06,59,37,0,4,NA,96,0,705,416,0.6145833333333334,261,0.3854166666666667,28,0.04
NY,YouGov,1430,Live Phone,Likely Voters,2012-11-04,2012-11-06,59,36,0,5,NA,95,0,1430,844,0.6210526315789474,515,0.37894736842105264,72,0.05
MA,Western New England Univ,535,Live Phone,Likely Voters,2012-11-04,2012-11-06,58,40,0,2,NA,98,0,535,310,0.5918367346938775,214,0.40816326530612246,11,0.02
MA,Public Policy,1089,Live Phone,Likely Voters,2012-11-03,2012-11-06,57,42,0,1,NA,99,0,1089,621,0.5757575757575758,457,0.42424242424242425,11,0.01
IL,YouGov,1126,Live Phone,Likely Voters,2012-11-04,2012-11-06,57,38,0,5,NA,95,0,1126,642,0.6,428,0.4,56,0.05
MA,YouGov,811,Live Phone,Likely Voters,2012-11-04,2012-11-06,57,37,0,6,NA,94,0,811,462,0.6063829787234043,300,0.39361702127659576,49,0.06
MA,UMass,800,Live Phone,Likely Voters,2012-11-05,2012-11-06,57,37,0,6,NA,94,0,800,456,0.6063829787234043,296,0.39361702127659576,48,0.06
CT,Public Policy,1220,Live Phone,Likely Voters,2012-11-03,2012-11-06,55,42,0,3,NA,97,0,1220,671,0.5670103092783505,512,0.4329896907216495,37,0.03
CA,YouGov,1575,Live Phone,Likely Voters,2012-11-04,2012-11-06,55,40,0,5,NA,95,0,1575,866,0.5789473684210527,630,0.42105263157894735,79,0.05
CA,Field Research,1566,Live Phone,Likely Voters,2012-11-03,2012-11-06,54,39,0,7,NA,93,0,1566,846,0.5806451612903226,611,0.41935483870967744,110,0.07
CT,YouGov,895,Live Phone,Likely Voters,2012-11-04,2012-11-06,54,39,0,7,NA,93,0,895,483,0.5806451612903226,349,0.41935483870967744,63,0.07
WA,YouGov,837,Live Phone,Likely Voters,2012-11-04,2012-11-06,54,40,0,6,NA,94,0,837,452,0.574468085106383,335,0.425531914893617,50,0.06
MN,Public Policy,1164,Live Phone,Likely Voters,2012-11-03,2012-11-06,53,45,0,2,NA,98,0,1164,617,0.5408163265306123,524,0.45918367346938777,23,0.02
WA,Public Policy,932,Live Phone,Likely Voters,2012-11-03,2012-11-06,53,46,0,1,NA,99,0,932,494,0.5353535353535354,429,0.46464646464646464,9,0.01
NJ,YouGov,987,Live Phone,Likely Voters,2012-11-04,2012-11-06,53,41,0,6,NA,94,0,987,523,0.5638297872340425,405,0.43617021276595747,59,0.06
MI,Public Policy,700,Live Phone,Likely Voters,2012-11-03,2012-11-06,52,46,0,2,NA,98,0,700,364,0.5306122448979592,322,0.46938775510204084,14,0.02
PA,Public Policy,790,Live Phone,Likely Voters,2012-11-03,2012-11-06,52,46,0,2,NA,98,0,790,411,0.5306122448979592,363,0.46938775510204084,16,0.02
OH,Public Policy,1000,Live Phone,Likely Voters,2012-11-04,2012-11-06,52,47,0,1,NA,99,0,1000,520,0.5252525252525253,470,0.47474747474747475,10,0.01
PA,YouGov,1273,Live Phone,Likely Voters,2012-11-04,2012-11-06,52,44,0,4,NA,96,0,1273,662,0.5416666666666666,560,0.4583333333333333,51,0.04
CO,Public Policy,1096,Live Phone,Likely Voters,2012-11-05,2012-11-06,52,46,0,2,NA,98,0,1096,570,0.5306122448979592,504,0.46938775510204084,22,0.02
MN,SurveyUSA,556,Live Phone,Likely Voters,2012-11-05,2012-11-06,52,41,0,7,NA,93,0,556,289,0.5591397849462365,228,0.44086021505376344,39,0.07
OH,NBC,971,Live Phone,Likely Voters,2012-11-03,2012-11-06,51,45,0,4,NA,96,0,971,495,0.53125,437,0.46875,39,0.04
WI,Public Policy,1256,Live Phone,Likely Voters,2012-11-03,2012-11-06,51,48,0,1,NA,99,0,1256,641,0.5151515151515151,603,0.48484848484848486,13,0.01
--,Angus Reid Public Opinion[permanent dead link],1050,Live Phone,Likely Voters,2012-11-01,2012-11-06,51,48,0,0,NA,99,0,1050,536,0.5151515151515151,504,0.48484848484848486,0,0
MI,YouGov,1091,Live Phone,Likely Voters,2012-11-04,2012-11-06,51,44,0,5,NA,95,0,1091,556,0.5368421052631579,480,0.4631578947368421,55,0.05
VA,Public Policy,975,Live Phone,Likely Voters,2012-11-04,2012-11-06,51,47,0,2,NA,98,0,975,497,0.5204081632653061,458,0.47959183673469385,20,0.02
MI,Mitchell Research,1305,Live Phone,Likely Voters,2012-11-05,2012-11-06,51,46,0,3,NA,97,0,1305,666,0.5257731958762887,600,0.4742268041237113,39,0.03
NV,Public Policy,750,Live Phone,Likely Voters,2012-11-05,2012-11-06,51,47,0,2,NA,98,0,750,382,0.5204081632653061,352,0.47959183673469385,15,0.02
--,PPP,1200,Live Phone,Likely Voters,2012-11-01,2012-11-06,50,47,2,0,NA,97,0,1200,600,0.5154639175257731,564,0.4845360824742268,0,0
IA,Public Policy,1122,Live Phone,Likely Voters,2012-11-04,2012-11-06,50,48,0,2,NA,98,0,1122,561,0.5102040816326531,539,0.4897959183673469,22,0.02
MN,YouGov,790,Live Phone,Likely Voters,2012-11-04,2012-11-06,50,43,0,7,NA,93,0,790,395,0.5376344086021505,340,0.46236559139784944,55,0.07
NH,Public Policy,1550,Live Phone,Likely Voters,2012-11-04,2012-11-06,50,48,0,2,NA,98,0,1550,775,0.5102040816326531,744,0.4897959183673469,31,0.02
OH,Columbus Dispatch,1501,Live Phone,Likely Voters,2012-11-04,2012-11-06,50,48,0,2,NA,98,0,1501,750,0.5102040816326531,720,0.4897959183673469,30,0.02
WI,YouGov,1225,Live Phone,Likely Voters,2012-11-04,2012-11-06,50,46,0,4,NA,96,0,1225,612,0.5208333333333334,564,0.4791666666666667,49,0.04
--,CNN,918,Live Phone,Likely Voters,2012-11-02,2012-11-06,50,48,0,0,NA,98,0,918,459,0.5102040816326531,441,0.4897959183673469,0,0
FL,Public Policy,955,Live Phone,Likely Voters,2012-11-05,2012-11-06,50,49,0,1,NA,99,0,955,478,0.5050505050505051,468,0.494949494949495,10,0.01
NH,Granite State Poll,789,Live Phone,Likely Voters,2012-11-05,2012-11-06,50,46,0,4,NA,96,0,789,394,0.5208333333333334,363,0.4791666666666667,32,0.04
NH,New England College,687,Live Phone,Likely Voters,2012-11-05,2012-11-06,50,46,0,4,NA,96,0,687,344,0.5208333333333334,316,0.4791666666666667,27,0.04
NH,Rasmussen,750,Live Phone,Likely Voters,2012-11-05,2012-11-06,50,48,0,2,NA,98,0,750,375,0.5102040816326531,360,0.4897959183673469,15,0.02
OH,Ohio Poll,889,Live Phone,Likely Voters,2012-11-05,2012-11-06,50,49,0,1,NA,99,0,889,444,0.5050505050505051,436,0.494949494949495,9,0.01
OH,Ipsos,680,Live Phone,Likely Voters,2012-11-05,2012-11-06,50,46,0,4,NA,96,0,680,340,0.5208333333333334,313,0.4791666666666667,27,0.04
FL,NBC,1545,Live Phone,Likely Voters,2012-11-03,2012-11-06,49,47,0,4,NA,96,0,1545,757,0.5104166666666666,726,0.4895833333333333,62,0.04
--,Democracy Corps,1080,Live Phone,Likely Voters,2012-11-01,2012-11-06,49,45,4,0,NA,94,0,1080,529,0.5212765957446809,486,0.4787234042553192,0,0
--,Gallup,2854,Live Phone,Likely Voters,2012-11-01,2012-11-06,49,46,2,0,NA,95,0,2854,1398,0.5157894736842106,1313,0.4842105263157895,0,0
--,Rasmussen,3000,Live Phone,Likely Voters,2012-11-01,2012-11-06,49,49,0,0,NA,98,0,3000,1470,0.5,1470,0.5,0,0
ME,Critical Insights,613,Live Phone,Likely Voters,2012-11-04,2012-11-06,49,42,0,9,NA,91,0,613,300,0.5384615384615384,257,0.46153846153846156,55,0.09
NM,YouGov,650,Live Phone,Likely Voters,2012-11-04,2012-11-06,49,43,0,8,NA,92,0,650,318,0.532608695652174,280,0.4673913043478261,52,0.08
NV,YouGov,732,Live Phone,Likely Voters,2012-11-04,2012-11-06,49,45,0,6,NA,94,0,732,359,0.5212765957446809,329,0.4787234042553192,44,0.06
OH,YouGov,1620,Live Phone,Likely Voters,2012-11-04,2012-11-06,49,46,0,5,NA,95,0,1620,794,0.5157894736842106,745,0.4842105263157895,81,0.05
PA,Morning Call,430,Live Phone,Likely Voters,2012-11-04,2012-11-06,49,46,0,5,NA,95,0,430,211,0.5157894736842106,198,0.4842105263157895,22,0.05
FL,Gravis Marketing,1060,Live Phone,Likely Voters,2012-11-05,2012-11-06,49,49,0,2,NA,98,0,1060,519,0.5,519,0.5,21,0.02
NC,Public Policy,926,Live Phone,Likely Voters,2012-11-05,2012-11-06,49,49,0,2,NA,98,0,926,454,0.5,454,0.5,19,0.02
NH,American Research Group,600,Live Phone,Likely Voters,2012-11-05,2012-11-06,49,49,0,2,NA,98,0,600,294,0.5,294,0.5,12,0.02
OH,Rasmussen,750,Live Phone,Likely Voters,2012-11-05,2012-11-06,49,49,0,2,NA,98,0,750,368,0.5,368,0.5,15,0.02
OH,SurveyUSA,803,Live Phone,Likely Voters,2012-11-05,2012-11-06,49,44,0,7,NA,93,0,803,393,0.5268817204301075,353,0.4731182795698925,56,0.07
OH,Gravis Marketing,1316,Live Phone,Likely Voters,2012-11-05,2012-11-06,49,48,0,3,NA,97,0,1316,645,0.5051546391752577,632,0.4948453608247423,39,0.03
PA,Gravis Marketing,1060,Live Phone,Likely Voters,2012-11-05,2012-11-06,49,46,0,5,NA,95,0,1060,519,0.5157894736842106,488,0.4842105263157895,53,0.05
NH,Granite State Poll,502,Live Phone,Likely Voters,2012-11-03,2012-11-06,48,48,0,4,NA,96,0,502,241,0.5,241,0.5,20,0.04
VA,Ipsos,947,Live Phone,Likely Voters,2012-11-03,2012-11-06,48,45,0,7,NA,93,0,947,455,0.5161290322580645,426,0.4838709677419355,66,0.07
--,NBC,1475,Live Phone,Likely Voters,2012-11-01,2012-11-06,48,47,2,0,NA,95,0,1475,708,0.5052631578947369,693,0.49473684210526314,0,0
CO,Ipsos,676,Live Phone,Likely Voters,2012-11-04,2012-11-06,48,48,0,4,NA,96,0,676,324,0.5,324,0.5,27,0.04
CO,YouGov,752,Live Phone,Likely Voters,2012-11-04,2012-11-06,48,47,0,5,NA,95,0,752,361,0.5052631578947369,353,0.49473684210526314,38,0.05
IA,YouGov,1040,Live Phone,Likely Voters,2012-11-04,2012-11-06,48,47,0,5,NA,95,0,1040,499,0.5052631578947369,489,0.49473684210526314,52,0.05
OH,Ipsos,712,Live Phone,Likely Voters,2012-11-04,2012-11-06,48,44,0,8,NA,92,0,712,342,0.5217391304347826,313,0.4782608695652174,57,0.08
VA,YouGov,1497,Live Phone,Likely Voters,2012-11-04,2012-11-06,48,46,0,6,NA,94,0,1497,719,0.5106382978723404,689,0.48936170212765956,90,0.06
--,Rasmussen,1500,Live Phone,Likely Voters,2012-11-02,2012-11-06,48,49,2,0,NA,97,0,1500,720,0.4948453608247423,735,0.5051546391752577,0,0
CO,Ipsos,774,Live Phone,Likely Voters,2012-11-05,2012-11-06,48,47,0,5,NA,95,0,774,372,0.5052631578947369,364,0.49473684210526314,39,0.05
IA,American Research Group,600,Live Phone,Likely Voters,2012-11-05,2012-11-06,48,49,0,3,NA,97,0,600,288,0.4948453608247423,294,0.5051546391752577,18,0.03
VA,NBC,1165,Live Phone,Likely Voters,2012-11-05,2012-11-06,48,47,0,5,NA,95,0,1165,559,0.5052631578947369,548,0.49473684210526314,58,0.05
VA,Rasmussen,750,Live Phone,Likely Voters,2012-11-05,2012-11-06,48,50,0,2,NA,98,0,750,360,0.4897959183673469,375,0.5102040816326531,15,0.02
VA,Ipsos,828,Live Phone,Likely Voters,2012-11-05,2012-11-06,48,46,0,6,NA,94,0,828,397,0.5106382978723404,381,0.48936170212765956,50,0.06
FL,Ipsos,946,Live Phone,Likely Voters,2012-11-03,2012-11-06,47,47,0,6,NA,94,0,946,445,0.5,445,0.5,57,0.06
IA,Selzer,800,Live Phone,Likely Voters,2012-11-03,2012-11-06,47,42,0,11,NA,89,0,800,376,0.5280898876404494,336,0.47191011235955055,88,0.11
FL,YouGov,1621,Live Phone,Likely Voters,2012-11-04,2012-11-06,47,48,0,5,NA,95,0,1621,762,0.49473684210526314,778,0.5052631578947369,81,0.05
NC,YouGov,1500,Live Phone,Likely Voters,2012-11-04,2012-11-06,47,49,0,4,NA,96,0,1500,705,0.4895833333333333,735,0.5104166666666666,60,0.04
NH,YouGov,690,Live Phone,Likely Voters,2012-11-04,2012-11-06,47,43,0,10,NA,90,0,690,324,0.5222222222222223,297,0.4777777777777778,69,0.1
PA,Susquehanna Polling,800,Live Phone,Likely Voters,2012-11-04,2012-11-06,47,47,0,6,NA,94,0,800,376,0.5,376,0.5,48,0.06
VA,Ipsos,662,Live Phone,Likely Voters,2012-11-04,2012-11-06,47,46,0,7,NA,93,0,662,311,0.5053763440860215,305,0.4946236559139785,46,0.07
FL,Insider Advantage,437,Live Phone,Registered Voters,2012-11-05,2012-11-06,47,52,0,1,NA,99,1,437,205,0.47474747474747475,227,0.5252525252525253,4,0.01
FL,Ipsos,769,Live Phone,Likely Voters,2012-11-05,2012-11-06,47,48,0,5,NA,95,0,769,361,0.49473684210526314,369,0.5052631578947369,38,0.05
OH,Ipsos,1031,Live Phone,Likely Voters,2012-11-03,2012-11-06,46,45,0,9,NA,91,0,1031,474,0.5054945054945055,464,0.4945054945054945,93,0.09
AZ,Public Policy,1080,Live Phone,Likely Voters,2012-11-04,2012-11-06,46,53,0,1,NA,99,0,1080,497,0.46464646464646464,572,0.5353535353535354,11,0.01
FL,Ipsos,743,Live Phone,Likely Voters,2012-11-04,2012-11-06,46,46,0,8,NA,92,0,743,342,0.5,342,0.5,59,0.08
MI,Foster,1913,Live Phone,Likely Voters,2012-11-04,2012-11-06,46,47,0,7,NA,93,0,1913,880,0.4946236559139785,899,0.5053763440860215,134,0.07
NC,Gravis Marketing,1130,Live Phone,Likely Voters,2012-11-05,2012-11-06,46,50,0,4,NA,96,0,1130,520,0.4791666666666667,565,0.5208333333333334,45,0.04
CO,Ipsos,973,Live Phone,Likely Voters,2012-11-03,2012-11-06,45,47,0,8,NA,92,0,973,438,0.4891304347826087,457,0.5108695652173914,78,0.08
FL,Mason,800,Live Phone,Likely Voters,2012-11-03,2012-11-06,45,51,0,4,NA,96,0,800,360,0.46875,408,0.53125,32,0.04
MO,Public Policy,835,Live Phone,Likely Voters,2012-11-04,2012-11-06,45,53,0,2,NA,98,0,835,376,0.45918367346938777,443,0.5408163265306123,17,0.02
MT,Public Policy,836,Live Phone,Likely Voters,2012-11-04,2012-11-06,45,52,0,3,NA,97,0,836,376,0.4639175257731959,435,0.5360824742268041,25,0.03
